,Type,Country,Area,Location,Activity,Sex,Age,Fatal,Time,NewDate,NewMonth,NewYear,NewDay,NewAge,NewFatal,NewSpecies
834,Boating,SOUTH AFRICA,Eastern Cape Province,"Noordhoek, Port Elizabeth",Kayak Fishing,M,35,N,Dawn,2011-12-21,Dec,2011,21,35.0,N,
835,Unprovoked,AUSTRALIA,New South Wales,Angourie,Surfing,M,51,N,05h45,2011-12-11,Dec,2011,11,51.0,N,White
837,Unprovoked,AUSTRALIA,New South Wales,Maroubra,Surfing,M,14,N,,2011-12-07,Dec,2011,07,14.0,N,Wobbegong
838,Unprovoked,USA,Oregon,Seaside Cove,Surfing,F,,N,09h00,2011-12-06,Dec,2011,06,,N,
840,Unprovoked,AUSTRALIA,New South Wales,Broken Head,Surfing,M,63,N,06h00,2011-12-02,Dec,2011,02,63.0,N,
841,Unprovoked,INDONESIA,Bali,Tabanan,Surfing,M,18,N,13h30,2011-11-29,Nov,2011,29,18.0,N,
842,Unprovoked,AUSTRALIA,Queensland,Peregian,Swimming,M,10,N,Afternoon,2011-11-28,Nov,2011,28,10.0,N,Wobbegong
843,Boating,USA,California,Pigeon Point,Kayaking,M,,N,,2011-11-22,Nov,2011,22,,N,White
845,Unprovoked,BRAZIL,Pernambuco,"Punta Del Chifre Beach, Olinda",Surfing,M,35,N,,2011-11-12,Nov,2011,12,35.0,N,
846,Unprovoked,REUNION,Bois-Blanc ,Sainte-Rose,Free diving / spearfishing,M,42,N,Morning,2011-11-11,Nov,2011,11,42.0,N,
847,Unprovoked,USA,California,"Marina State Beach, Monterey County",Surfing,M,27,N,,2011-10-29,Oct,2011,29,27.0,N,White
848,Unprovoked,SCOTLAND,Moray,Spey Bay,Surfing,M,26,N,,,,,,26.0,N,
850,Unprovoked,AUSTRALIA,Western Australia,Rottnest Island,Diving,M,32,Y,13h25,2011-10-22,Oct,2011,22,32.0,Y,White
851,Unprovoked,USA,Oregon,"Newport, Lincoln County",Surfing,M,41,N,,2011-10-20,Oct,2011,20,41.0,N,White
852,Unprovoked,AUSTRALIA,Victoria,Elwood Beach,Diving,M,50,N,16h00,2011-10-19,Oct,2011,19,50.0,N,Jackson
853,Unprovoked,USA,Florida,Cape Canaveral,Surfing,M,,N,,2011-10-11,Oct,2011,11,,N,
854,Unprovoked,USA,Oregon,Seaside,Surfing,M,,N,,2011-10-10,Oct,2011,10,,N,
855,Unprovoked,AUSTRALIA,Western Australia,Cottesloe Beach,Swimming,M,64,Y,08h10,2011-10-09,Oct,2011,09,64.0,Y,
856,Boating,REUNION,,Cap La Houssaye,Canoeing,M,51,N,10h30,2011-10-05,Oct,2011,05,51.0,N,
857,Unprovoked,USA,Florida,"Santa Maria Island, Manatee County",Wade fishing,M,,N,Afternoon,2011-10-02,Oct,2011,02,,N,
859,Invalid,USA,Puerto Rico,Hatillo Beach,Surfing,M,27,,09h50,2011-09-30,Sep,2011,30,27.0,unknown,
860,Provoked,DOMINICAN REPUBLIC,Samaná Province,Playa Jackson ,Fishing,M,48,N,,2011-09-28,Sep,2011,28,48.0,N,
861,Unprovoked,SOUTH AFRICA,Western Cape Province,Clovely Beach,Swimming,M,43,N,12h25,2011-09-28,Sep,2011,28,43.0,N,White
862,Unprovoked,USA,Florida,"Santa Maria Island, Manatee County",Spearfishing,M,21,N,15h00,2011-09-24,Sep,2011,24,21.0,N,Bull
863,Unprovoked,USA,South Carolina,"North Myrtle Beach, Horry County",Jumping in the waves,M,5,N,10h00,2011-09-24,Sep,2011,24,5.0,N,
864,Boat,USA,Hawaii,Kauai,Canoeing,M,,N,15h00,2011-09-20,Sep,2011,20,,N,
865,Unprovoked,REUNION,Saint-Gilles,Boucan-Canot,Body boarding,M,38,Y,15h30,2011-09-19,Sep,2011,19,38.0,Y,
867,Unprovoked,USA,Florida,New Smyrna Beach,Surfing,M,25,N,11h00,2011-09-16,Sep,2011,16,25.0,N,
868,Unprovoked,USA,California,"Samoa Beach, Humboldt County",Surfing,M,37,N,12h20,2011-09-11,Sep,2011,11,37.0,N,
869,Unprovoked,PAPUA NEW GUINEA,Central Province,"Hula, near Port Moresby",Kite Surfing,M,30,N,Afternoon,2011-09-11,Sep,2011,11,30.0,N,Tiger
871,Unprovoked,AUSTRALIA,Western Australia, Bunker Bay,Body boarding,M,21,Y,13h26,2011-09-04,Sep,2011,04,21.0,Y,White
872,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,19,N,11h00,2011-09-02,Sep,2011,02,19.0,N,Spinner
873,Unprovoked,USA,Florida,Crescent Beach St. Johns County,Surfing,M,19,N,11h00,2011-08-31,Agu,2011,31,19.0,N,
874,Invalid,AUSTRALIA,Queensland,Fantome Island,Swimming,M,48,,19h30,2011-08-28,Agu,2011,28,48.0,unknown,
875,Unprovoked,USA,Texas,"Grass Island, Aransas County",Wade Fishing,F,39,N,19h00,2011-08-28,Agu,2011,28,39.0,N,
876,Unprovoked,RUSSIA,Primorsky Krai,Slavyanka,"Standing, collecting sea stars",M,,N,Morning,2011-08-26,Agu,2011,26,,N,
877,Unprovoked,USA,North Carolina,"Buxton Beach, Dare County",Surfing,M,21,N,,2011-08-24,Agu,2011,24,21.0,N,
878,Unprovoked,USA,North Carolina,Holden Beach. Brunswick County,,M,10,N,15h30,2011-08-24,Agu,2011,24,10.0,N,
879,Unprovoked,SOUTH AFRICA,Western Cape Province,"Lookout Beach, near the Keurbooms river mouth in Plettenberg Bay",Surfing,M,49,Y,09h11,2011-08-23,Agu,2011,23,49.0,Y,White
880,Unprovoked,RUSSIA,"Peter the Great Bay, Khasan, Primorsky Krai (Far East)",Zheltukhin Island,Swimming,M,16,N,,2011-08-18,Agu,2011,18,16.0,N,
881,Unprovoked,USA,North Carolina,"Kure Beach, New Hanover County",Wading,F,20s,N,17h00,2011-08-17,Agu,2011,17,,N,Sandtiger
883,Unprovoked,RUSSIA,"Telyakovsky Bay, Khasan,  Primorsky Krai (Far East)",Vityaz,Swimming,M,25,N,Evening,2011-08-17,Agu,2011,17,25.0,N,
884,Unprovoked,FRENCH POLYNESIA,Society Islands,"Teahupoo, Tahiti",Surfing,M,32,N,15h30,2011-08-16,Agu,2011,16,32.0,N,Reef
885,Unprovoked,USA,Puerto Rico, Vieques,Floating ,M,27,N,Night,,,,,27.0,N,
886,Unprovoked,SEYCHELLES,Praslin,Anse Lazio ,Swimming or Snorkeling,M,30,Y,16h30,2011-08-16,Agu,2011,16,30.0,Y,Bull
887,Invalid,USA,South Carolina,"Myrtle Beach, Horry County",Playing in the surf,M,7,N,,2011-08-15,Agu,2011,15,7.0,N,
888,Unprovoked,USA,North Carolina,Beaufort Inlet,Swimming,M,54,N,14h00,,,,,54.0,N,
889,Unprovoked,SEYCHELLES,Praslin,Anse Lazio ,Diving,M,36,Y,15h30,2011-08-01,Agu,2011,01,36.0,Y,
890,Invalid,BRAZIL,Pernambuco,Praia do Pina,Swimming,M,14,,,2011-07-31,Jul,2011,31,14.0,unknown,
892,Unprovoked,USA,New Jersey,"Egg Harbor, Atlantic County",Wade Fishing,M,,N,Night,2011-07-25,Jul,2011,25,,N,
893,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"Cintza Beach, East London",Surfing,M,29,N,10h00,2011-07-22,Jul,2011,22,29.0,N,White
894,Unprovoked,USA,North Carolina,"Ocracoke Island, Hyde County",Boogie Boarding,F,6,N,17h30,2011-07-19,Jul,2011,19,6.0,N,
895,Boating,REUNION,Saint-Gilles,Brisants. ,Kayaking or Wave skiing,M,,N,17h00,2011-07-15,Jul,2011,15,,N,
896,Unprovoked,USA,Texas,"South Padre Island, Cameron County",Surf fishing,M,,N,20h30,2011-07-13,Jul,2011,13,,N,
897,Unprovoked,BAHAMAS,Grand Bahama Island,Off Lucaya,Scuba diving,M,54,N,12h30,2011-07-13,Jul,2011,13,54.0,N,
898,Unprovoked,USA,Texas,"Sunday Beach, Matagorda Island, Calhoun  County",Swimming,M,12,N,17h00,2011-07-07,Jul,2011,07,12.0,N,
899,Unprovoked,USA,Texas,"Mustang Island, Nueces County",Wade Fishing,M,14,N,,2011-07-07,Jul,2011,07,14.0,N,
900,Unprovoked,REUNION,Saint-Gilles,Roches Noires,Surfing,M,16,N,14h50,2011-07-06,Jul,2011,06,16.0,N,
901,Unprovoked,COLUMBIA,Sucre,"Libertad, San Onofre",Kayaking,M,17,N,10h30,2011-07-05,Jul,2011,05,17.0,N,
902,Unprovoked,TURKS & CAICOS,Middle Caicos,Mudjin Harbor,Snorkeling,M,28,N,13h30,2011-06-30,Jun,2011,30,28.0,N,
903,Unprovoked,BRAZIL,Pernambuco,Praia do Pina,Surfing,M,21,N,10h00,2011-06-29,Jun,2011,29,21.0,N,
904,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Aliwal Shoal,Scuba diving,M,22,N,12h00,2011-06-28,Jun,2011,28,22.0,N,Bull
905,Unprovoked,USA,North Carolina,"North Topsail Beach, Onslow County",Playing in the surf,F,10,N,Afternoon,2008-06-26,Jun,2008,26,10.0,N,Bull
906,Unprovoked,USA,California,"San Onofre State Beach, San Diego County",Surfing,M,,N,13h30,2011-06-24,Jun,2011,24,,N,White
907,Unprovoked,USA,Florida,"Perdido Key, Escambia County",Jet skiing,M,20,N,Afternoon,2011-06-21,Jun,2011,21,20.0,N,
908,Unprovoked,TURKS & CAICOS,Caicos Bank,French Cay,Spearfishing,M,35,N,,2011-06-19,Jun,2011,19,35.0,N,
909,Unprovoked,COSTA RICA,Guanacaste,Playa Grande,Surfing,M,15,Y,12h15,2011-06-19,Jun,2011,19,15.0,Y,
910,Unprovoked,REUNION,Saint-Gilles-les-Bains,Boucan-Canot,Boogie Boarding,M,31,Y,17h30,2011-06-15,Jun,2011,15,31.0,Y,
912,Unprovoked,USA,Florida,"Off Jupiter Inlet, Palm Beach County",Scuba diving,M,28,N,14h30,2011-06-12,Jun,2011,12,28.0,N,Blacktip
913,Unprovoked,COLUMBIA,San Andrés archipelago,Albuquerque Cay,Spearfishing,M,24,N,,,,,,24.0,N,
914,Unprovoked,USA,California,"La Jolla, San Diego County",Spearfishing,M,28,N,,2011-06-06,Jun,2011,06,28.0,N,Sevengill
915,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Wading,M,19,N,12h00,2011-06-06,Jun,2011,06,19.0,N,
916,Unprovoked,MALAYSIA,Kedah,Palau Payar,Snorkeling,F,,N,,2011-06-01,Jun,2011,01,,N,Reef
917,Unprovoked,USA,Texas,"Follett's Island, Brazoria County",Standing or boogie boardin,F,22,N,15h00,2011-05-30,May,2011,30,22.0,N,
918,Unprovoked,SOUTH AFRICA,Western Cape Province,Robberg Beach,Surfing,M,33,N,,2011-05-29,May,2011,29,33.0,N,White
919,Unprovoked,USA,Hawaii,"Lyman Beach, Kailua-Kona",Surfing,F,,N,13h15,2011-05-25,May,2011,25,,N,Tiger
920,Unprovoked,USA,Hawaii,"Lyman Beach, Kailua-Kona",Paddle boarding,F,,N,12h00,2011-05-22,May,2011,22,,N,Tiger
921,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Levan Point,Spearfishing,M,28,Y,Midday,2011-05-21,May,2011,21,28.0,Y,Zambesi
922,Unprovoked,USA,Florida,"Ponte Vedra Beach, St Johns County",Body surfing,M,86,N,15h30,2011-05-13,May,2011,13,86.0,N,
923,Unprovoked,NEW CALEDONIA,North Province,Kendec,Kite Boarding,M,15,Y,11h00,2011-05-21,May,2011,21,15.0,Y,Tiger
924,Unprovoked,USA,Florida,"Ormond Beach, Volusia County",Surfing,M,37,N,06h30,2011-05-13,May,2011,13,37.0,N,
925,Provoked,USA,Florida,Miami,Fishing ,M,,N,,2011-05-10,May,2011,10,,N,Sandbar
926,Invalid,UNITED ARAB EMIRATES (UAE),Umm al Qaywayan Province,Khor Fakkan ,Fishing ,M,43,,,,,,,43.0,unknown,
927,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Palm Beach,Spearfishing,M,37,N,,2011-05-04,May,2011,04,37.0,N,
928,Unprovoked,USA,Florida,"Riviera Beach, Palm Beach County",Spearfishing,M,32,N,,2011-04-26,Apr,2011,26,32.0,N,Bull
929,Unprovoked,AUSTRALIA,Western Australia,Red Bluffs,Washing sand off a speared fish,M,17,N,15h00,2011-04-23,Apr,2011,23,17.0,N,Reef
930,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing ,M,49,N,15h30,2011-04-22,Apr,2011,22,49.0,N,
931,Unprovoked,NEW ZEALAND,South Island,Snapper Point,Surfing,M,41,N,Afternoon,2011-04-16,Apr,2011,16,41.0,N,Whaler
932,Unprovoked,INDONESIA,Bali,Balian,Surfing,M,,N,Morning,2011-04-13,Apr,2011,13,,N,Bull
933,Unprovoked,FIJI,Vitu Levu,"Malake Island, Ra Province",Diving,M,27,N,Afternoon,2011-04-08,Apr,2011,08,27.0,N,
934,Provoked,USA,Texas,Matagorda Beach,"Standing, holding shark pup",M,,N,,,,,,,N,Blacktip
935,Unprovoked,MEXICO,Quintana Roo,"Gaviotas Beach, Cancun",Swimming,F,,N,,2011-03-24,Mar,2011,24,,N,Bull
936,Unprovoked,AUSTRALIA,New South Wales,Crowdy Head,Surfing,M,48,N,17h45,2011-03-23,Mar,2011,23,48.0,N,Bull
938,Unprovoked,FIJI,,Nukudamu ,Diving / fishing,M,30,N,16h00,2011-03-21,Mar,2011,21,30.0,N,
939,Unprovoked,AUSTRALIA,New South Wales,"Jimmys Beach, Port Stephens",Wakeboarding,F,24,N,13h00,2011-03-16,Mar,2011,16,24.0,N,
942,Provoked,AUSTRALIA,Queensland,Between ,Fishing,M,36,N,10h45,,,,,36.0,N,Bull
943,Unprovoked,NEW CALEDONIA, Loyalty Islands,"Bay of Bweedro, Ouvéa",Spearfishing,M,21,N,Early afternoon,2011-02-23,Feb,2011,23,21.0,N,
944,Unprovoked,REUNION,Saint Gilles ,Trois-Roches,Surfing,M,32,N,18h30,2011-02-18,Feb,2011,18,32.0,N,
945,Unprovoked,AUSTRALIA,South Australia,Off Perforated Island near Coffin Bay,Diving for abalone,M,49,Y,18h20,2011-02-17,Feb,2011,17,49.0,Y,White
946,Provoked,AUSTRALIA,Queensland,Sunshine Beach,Fishing,M,,N,10h40,2011-02-13,Feb,2011,13,,N,
947,Unprovoked,AUSTRALIA,Western Australia,Exmouth,Snorkeling,M,58,N,Late afternoon,2011-02-12,Feb,2011,12,58.0,N,
949,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"Sundays River Mouth, Port Elizabeth",Surf fishing,M,37,N,,2011-02-02,Feb,2011,02,37.0,N,
950,Unprovoked,MEXICO,Quintana Roo,Cancun,Swimming,F,38,N,12h00,2011-01-31,Jan,2011,31,38.0,N,
951,Provoked,MEXICO,Colima,Revillagigedo Islands,Shark fishing on the Don Agustín-VI. ,M,25,N,,2011-01-28,Jan,2011,28,25.0,N,
952,Unprovoked,BAHAMAS,West End,Tiger Beach,Scuba diving,M,55,N,15h00,2011-01-26,Jan,2011,26,55.0,N,Reef
953,Invalid,AUSTRALIA,New South Wales,Cudgen Creek ,Swimming,F,7,,17h00,2011-01-20,Jan,2011,20,7.0,unknown,
954,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"Second Beach, Port St. John's",Surfing,M,16,Y,12h30,2011-01-15,Jan,2011,15,16.0,Y,
955,Unprovoked,MEXICO,Quintana Roo,Xcalak ,Attempting to fix motor,M,37,N,,,,,,37.0,N,
956,Boat,AUSTRALIA,Western Australia,Busselton,Fishing,unknown,,N,12h00,2011-01-03,Jan,2011,03,,N,White
957,Unprovoked,USA,Hawaii," Kahului, Maui",Body boarding,M,16,N,15h35,2010-12-26,Dec,2010,26,16.0,N,
958,Unprovoked,FIJI,Vitu Levu,Sigatoka,Surfing,M,,N,AM,2010-12-17,Dec,2010,17,,N,
959,Unprovoked,USA,Hawaii,"Tavares Bay, Maui",Surfing,M,46,N,13h51,2010-12-11,Dec,2010,11,46.0,N,
960,Unprovoked,EGYPT,South Sinai Peninsula,"Middle Garden, Sharm el-Shiekh",Snorkeling,F,70,Y,12h00,2010-12-05,Dec,2010,05,70.0,Y,Whitetip
962,Unprovoked,EGYPT,South Sinai Peninsula,"Ras Nasrani, Sharm el-Sheikh",Snorkeling,M,54,N,11h00,2010-12-01,Dec,2010,01,54.0,N,Mako
963,Unprovoked,EGYPT,South Sinai Peninsula,"Ras Nasrani, Sharm el-Sheikh",Snorkeling,M,46,N,10h55,2010-12-01,Dec,2010,01,46.0,N,Mako
964,Unprovoked,EGYPT,South Sinai Peninsula,"Coral Bay, Sharm el-Sheikh",Snorkeling,F,70,N,14h55,2010-11-30,Nov,2010,30,70.0,N,Whitetip
965,Unprovoked,EGYPT,South Sinai Peninsula,"Coral Bay, Sharm el-Sheikh",Snorkeling,F,48,N,14h40,2010-11-30,Nov,2010,30,48.0,N,Whitetip
968,Provoked,USA,Palmyra Atoll,,Snorkeling,M,33,N,13h30,2010-11-19,Nov,2010,19,33.0,N,
969,Unprovoked,DOMINICAN REPUBLIC,,Boca Chica,Diving,M,21,Y,Morning,2010-11-15,Nov,2010,15,21.0,Y,
971,Boat,AUSTRALIA,Western Australia,Between Carnac and Garden Islands,Fishing,M,,N,Night,,,,,,N,White
972,Unprovoked,AUSTRALIA,Western Australia,Off Garden Island,Snorkeling,F,20,N,12h30,2010-10-30,Oct,2010,30,20.0,N,White
974,Unprovoked,USA,Oregon,Florence,Surfing,M,,N,15h20,2010-10-28,Oct,2010,28,,N,
976,Unprovoked,USA,Maine,"Burnt Cove near Eastport, Washington County",Scuba diving,M,30,N,Afternoon,2010-10-23,Oct,2010,23,30.0,N,Porbeagle
977,Unprovoked,AUSTRALIA,Western Australia,Wedge Island,Kite Surfing,M,14,N,,2010-10-23,Oct,2010,23,14.0,N,
978,Unprovoked,USA,California,"Surf Beach, Vandenberg AFB, Santa Barbara County",Body boarding,M,19,Y,08h50,2010-10-22,Oct,2010,22,19.0,Y,White
979,Unprovoked,EGYPT,South Sinai Peninsula,Sharm el-Sheikh ,Snorkeling,F,,N,A.M.,2010-10-20,Oct,2010,20,,N,
980,Unprovoked,AUSTRALIA,New South Wales,Mullaway Headland,Surfing,M,22,N,13h30,2010-10-09,Oct,2010,09,22.0,N,Bull
982,Unprovoked,BAHAMAS,Abaco Islands,Elbow Cay,Surfing,F,,N,15h00,2010-10-02,Oct,2010,02,,N,Lemon
983,Unprovoked,SOUTH AFRICA,Western Cape Province,"Melkbaai, Strand",Surfing,M,Teen,N,14h30,2010-10-01,Oct,2010,01,,N,
984,Unprovoked,USA,Oregon,Winchester Bay,Surfing,M,29,N,16h00,2010-09-27,Sep,2010,27,29.0,N,White
985,Unprovoked,USA,Virginia,Sandridge Beach,Surfing,M,18,N,16h30,2010-09-24,Sep,2010,24,18.0,N,
986,Unprovoked,SOUTH AFRICA,Western Cape Province,Between Dyer Island and Pearly Beach,Swimming,M,29,Y,,2010-09-21,Sep,2010,21,29.0,Y,White
987,Unprovoked,AUSTRALIA,New South Wales,Fraser's Reef,Surfing,M,15,N,17h00,2010-09-13,Sep,2010,13,15.0,N,
988,Unprovoked,USA,Florida,"St. Augustine, St. John's County",Swimming,M,27,N,,2010-09-07,Sep,2010,07,27.0,N,
989,Unprovoked,TONGA,Ha'api ,,Swimming /  Whale Watching,M,24,N,12h00,,,,,24.0,N,
991,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,24,N,12h00,2010-09-03,Sep,2010,03,24.0,N,
992,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,24,N,09h00,2010-09-03,Sep,2010,03,24.0,N,
994,Invalid,BAHAMAS,Exuma Islands,"Off Jaws Beach, New Providence Island",Swimming after boat became disabled,M,43,,,2010-08-29,Agu,2010,29,43.0,unknown,
995,Unprovoked,USA,Florida,Crescent Beach St. Johns County,Boogie Boarding,M,10,N,09h00,2010-08-18,Agu,2010,18,10.0,N,
996,Unprovoked,AUSTRALIA,Western Australia,Cowaramup Bay,Surfing,M,31,Y,08h05,2010-08-17,Agu,2010,17,31.0,Y,White
997,Boating,USA,California,"Pigeon Point, San Mateo County",Kayak Fishing,M,45,N,,2010-08-14,Agu,2010,14,45.0,N,White
998,Provoked,AUSTRALIA,Queensland,"Three Mile Creek, Townsville",Fishing,F,,N,19h00,2010-08-10,Agu,2010,10,,N,
999,Unprovoked,SOUTH KOREA,Jeju Province,Jeju Island,Swimming,F,16,N,Late afternoon,2010-08-10,Agu,2010,10,16.0,N,
1000,Unprovoked,AUSTRALIA,New South Wales,Crescent Head,Surfing,M,47,N,08h00,2010-08-08,Agu,2010,08,47.0,N,
1001,Unprovoked,USA,North Carolina,"Figure Eight Island, Wilmington, New Hanover County",Surfing,M,25,N,15h00,2010-08-07,Agu,2010,07,25.0,N,
1002,Unprovoked,MALTA,,"Off Fort St. Elmo, Valetta",Windsurfing,M,35,N,,2010-08-07,Agu,2010,07,35.0,N,
1003,Invalid,USA,Florida,"Bethune Beach, Volusia County",Swimming,F,,,19h15,2010-08-05,Agu,2010,05,,unknown,
1004,Boating,USA,California,"Near oil rig Hondo, 5 nm from Gaviota, Santa Barbara County",Kayaking,M,,N,12h40,2010-08-02,Agu,2010,02,,N,White
1005,Unprovoked,USA,Florida,"Micklers Landing, St. Johns County",Standing,F,37,N,11h00,2010-08-02,Agu,2010,02,37.0,N,
1006,Unprovoked,USA,South Carolina,"Isle of Palms, Charleston County",Standing,M,16,N,,2010-07-25,Jul,2010,25,16.0,N,
1007,Unprovoked,USA,Florida,"Jacksonville Beach, Duval County",Surfing,M,20,N,16h30,2010-07-23,Jul,2010,23,20.0,N,
1008,Unprovoked,USA,South Carolina,Myrtle Beach,Swimming,M,10,N,10h35,2010-07-19,Jul,2010,19,10.0,N,Blacktip
1009,Unprovoked,USA,North Carolina,"Wrightsville Beach, New Hanover County",Swimming,F,13,N,13h30,2010-07-17,Jul,2010,17,13.0,N,Sandtiger
1010,Unprovoked,USA,Florida,New Smyrna Beach,Surfing,M,55,N,,2010-07-17,Jul,2010,17,55.0,N,Spinner
1011,Provoked,SPAIN,Grand Canary Island,"Sardina del Norte, Gáldar",Swimming,M,9,N,19h15,2010-07-16,Jul,2010,16,9.0,N,Angel
1013,Provoked,USA,Florida,"Lauderdale-by-the-Sea, Broward County",Fishing,M,,N,,2010-07-11,Jul,2010,11,,N,Nurse
1014,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"Two Mile Reef, Sodwana Bay",Snorkeling,F,21,N,,2010-07-04,Jul,2010,04,21.0,N,
1015,Provoked,USA,New York,Off Long Island,Fishing,M,20,N,12h30,2010-07-03,Jul,2010,03,20.0,N,Blue
1016,Unprovoked,USA,California,"Pismo Beach, San Luis  Obispo County",Surfing,M,19,N,Evening,2010-07-02,Jul,2010,02,19.0,N,
1017,Unprovoked,USA,California,"Dog Patch, San Onofre",Stand-Up Paddleboarding,M,48,N,15h15,2010-07-02,Jul,2010,02,48.0,N,
1018,Unprovoked,USA,Texas,"Eight Mile Beach, Galveston",Surfing,M,20,N,,2010-06-27,Jun,2010,27,20.0,N,Bull
1019,Unprovoked,USA,South Carolina,Fripp Island,Boogie Boarding,F,6,N,,2010-06-25,Jun,2010,25,6.0,N,
1020,Unprovoked,USA,North Carolina,"Topsail Island, Pender County",Swimming,F,13,N,13h00,2010-06-25,Jun,2010,25,13.0,N,
1021,Unprovoked,VIETNAM,Binh Dinh Province,Quy Nhon ,Swimming,M,17,N,17h00,2010-06-15,Jun,2010,15,17.0,N,
1022,Unprovoked,USA,Florida,Jacksonville,Boogie Boarding,F,18,N,12h30,2010-06-10,Jun,2010,10,18.0,N,
1023,Unprovoked,AUSTRALIA,Western Australia,"Conspicuous Beach, near Walpole",Surfing,M,40,N,12h00,2010-06-06,Jun,2010,06,40.0,N,
1024,Unprovoked,USA,Florida,"Ponte Vedra Beach, St Johns County",Surfing,M,20,N,,2010-06-01,Jun,2010,01,20.0,N,
1025,Provoked,USA,Florida,Off Tarpon Springs,Fishing,M,49,N,08h45,2010-05-30,May,2010,30,49.0,N,Lemon
1026,Unprovoked,VIETNAM,Binh Dinh Province,Quy Nhon ,Rescuing,F,58,N,18h00,2010-05-18,May,2010,18,58.0,N,30Kg
1027,Unprovoked,VIETNAM,Binh Dinh Province,Quy Nhon ,Swimming,F,60,N,18h00,2010-05-18,May,2010,18,60.0,N,30Kg
1028,Unprovoked,AUSTRALIA,New South Wales,Point Plomer,Surfing,M,,N,16h30,2010-05-18,May,2010,18,,N,
1029,Unprovoked,MADAGASCAR,Antsiranana Province," Ambatolaoka, Nosy Be Island",Scuba diving,M,59,N,09h30,2010-05-03,May,2010,03,59.0,N,
1030,Unprovoked,USA,Florida,New Smyrna Beach,Wading,F,10,N,10h30,2010-05-01,May,2010,01,10.0,N,
1031,Provoked,USA,Florida,Hanalei Bay,Measuring sharks,M,29,N,Afternoon,2010-04-28,Apr,2010,28,29.0,N,Lemon
1032,Unprovoked,USA,Hawaii,"Hanalei Bay, Kauai",Surfing,M,68,N,16h00,2010-04-19,Apr,2010,19,68.0,N,
1033,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"East Beach, Port Alfred",Surfing,M,35,N,10h00,2010-04-13,Apr,2010,13,35.0,N,
1034,Unprovoked,EGYPT,Sinai Peninsula,Sharm el-Sheikh ,Swimming / treading water,M,24,N,14h00,2010-04-04,Apr,2010,04,24.0,N,Whitetip
1035,Unprovoked,REUNION,Saint-Benoit,Bittern,Surfing,M,34,N,11h00,2010-03-27,Mar,2010,27,34.0,N,
1036,Unprovoked,NEW ZEALAND,South Island,Tahunanui Beach,Swimming,M,,N,Night,,,,,,N,Blue
1037,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Yellow Sands Point,Surfing,M,,N,11h00,2010-02-16,Feb,2010,16,,N,
1038,Unprovoked,FIJI,Off Vanua Levu,Nara Reef,Scuba diving,M,19,Y,09h30,2010-02-15,Feb,2010,15,19.0,Y,
1039,Unprovoked,AUSTRALIA,Queensland,"Dent Island, Whitsundays",Snorkeling,F,60,N,13h30,2010-02-13,Feb,2010,13,60.0,N,
1040,Unprovoked,AUSTRALIA,New South Wales,"Mona Vale Beach, Sydney",Surfing,M,46,N,08h00,2010-02-11,Feb,2010,11,46.0,N,Wobbegong
1041,Provoked,NEW ZEALAND,South Island,Cosy Nook,Spearfishing,M,,N,,,,,,,N,
1042,Unprovoked,AUSTRALIA,New South Wales,Turners' Beach,Body boarding,M,18,N,15h30,2010-02-06,Feb,2010,06,18.0,N,White
1043,Provoked,USA,Florida,Riviera Beach,Surf fishing / wading,M,,N,15h00,2010-02-06,Feb,2010,06,,N,Spinner
1044,Invalid,GUAM,Merizo,Achang Reef,Spearfishing (free diving),M,31,,11h00,2010-02-04,Feb,2010,04,31.0,unknown,
1045,Unprovoked,USA,Florida,"Stuart, Martin County",Kite Boarding,M,38,Y,15h44,2010-02-03,Feb,2010,03,38.0,Y,
1046,Provoked,NEW ZEALAND,South Island,Oreti Beach,Boogie Boarding,F,14,N,18h30,2010-02-01,Feb,2010,01,14.0,N,
1047,Unprovoked,BRAZIL,Rio Grande Do Sul,"Atlantis Beach, near Tramandai",Surfing,M,29,N,,2010-01-31,Jan,2010,31,29.0,N,Hammerhead
1048,Unprovoked,AUSTRALIA,Queensland,Archie's Beach,Surfing,M,,N,16h30,2010-01-27,Jan,2010,27,,N,
1049,Unprovoked,UNITED ARAB EMIRATES (UAE),Dubai,"Umm Suqeim Beach, Dubai",Surfing,M,54,N,Evening,2010-01-22,Jan,2010,22,54.0,N,
1050,Unprovoked,AUSTRALIA,Victoria,Geelong,Surfing,M,,N,07h30,2010-01-22,Jan,2010,22,,N,
